age,sex,race,degree,health,happy,marital,martype,agewed,hrs2,indus10,agekdbrn,childs,class,income16
29.0,female,white,bachelor's,,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,"$110,000 to $129,999"
59.0,male,white,bachelor's,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",27.0,2.0,upper class,"$170,000 or over"
59.0,female,white,graduate,excellent,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",19.0,4.0,middle class,"$170,000 or over"
71.0,male,white,bachelor's,,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",37.0,2.0,upper class,"$130,000 to $149,999"
36.0,male,white,graduate,,not too happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",31.0,1.0,working class,"$110,000 to $129,999"
29.0,male,white,high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$40,000 to $49,999"
28.0,male,white,graduate,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$110,000 to $129,999"
76.0,female,black,high school,,pretty happy,not married,,,,"Production, Transportation, and Material Moving Occupations",16.0,4.0,middle class,"$40,000 to $49,999"
71.0,female,white,less than high school,poor,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",18.0,5.0,working class,"$30,000 to $34,999"
24.0,male,white,bachelor's,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$35,000 to $39,999"
61.0,female,white,high school,good,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",17.0,7.0,lower class,"$40,000 to $49,999"
34.0,female,other,graduate,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$10,000 to $12,499"
48.0,male,white,high school,good,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$8,000 to $9,999"
27.0,male,white,bachelor's,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$40,000 to $49,999"
26.0,female,white,bachelor's,good,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$75,000 to $89,999"
31.0,female,other,high school,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$30,000 to $34,999"
61.0,female,white,associate/junior college,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$130,000 to $149,999"
44.0,female,white,graduate,good,pretty happy,married,marriage between a man and a woman,,30.0,"Natural Resources, Construction, and Maintenance Occupations",31.0,3.0,middle class,"$150,000 to $169,999"
84.0,male,white,associate/junior college,,not too happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",26.0,2.0,working class,"$90,000 to $109,999"
73.0,male,white,graduate,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$110,000 to $129,999"
37.0,male,white,high school,good,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",33.0,1.0,working class,"$170,000 or over"
82.0,female,white,associate/junior college,fair,pretty happy,widowed,,,,"Natural Resources, Construction, and Maintenance Occupations",25.0,2.0,middle class,"$75,000 to $89,999"
29.0,male,other,high school,good,very happy,never married,,,,"Management, Business, Science, and Arts Occupations",25.0,1.0,working class,"$40,000 to $49,999"
72.0,female,white,high school,,not too happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",27.0,2.0,working class,
37.0,male,other,less than high school,,not too happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",26.0,1.0,lower class,"$10,000 to $12,499"
32.0,male,other,graduate,good,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$17,500 to $19,999"
23.0,female,other,high school,,very happy,married,marriage between a man and a woman,,,,20.0,1.0,middle class,
50.0,male,other,high school,good,very happy,divorced,,,,"Management, Business, Science, and Arts Occupations",20.0,3.0,working class,"$30,000 to $34,999"
34.0,male,white,high school,excellent,very happy,married,marriage between a man and a woman,,,Service Occupations,,0.0,middle class,"$75,000 to $89,999"
42.0,female,white,high school,,pretty happy,divorced,,,,Sales and Office Occupations,19.0,3.0,working class,"$60,000 to $74,999"
58.0,female,white,high school,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",19.0,2.0,working class,"$90,000 to $109,999"
33.0,female,white,high school,,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",16.0,3.0,lower class,"$10,000 to $12,499"
58.0,female,white,high school,fair,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",17.0,2.0,working class,"$50,000 to $59,999"
22.0,male,white,associate/junior college,fair,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$30,000 to $34,999"
24.0,female,white,high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",19.0,1.0,lower class,"$17,500 to $19,999"
32.0,female,black,high school,fair,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,lower class,
20.0,male,white,high school,good,very happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,"$90,000 to $109,999"
19.0,male,white,less than high school,,very happy,never married,,,,,,0.0,middle class,"$150,000 to $169,999"
54.0,female,white,bachelor's,excellent,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",33.0,1.0,middle class,"$110,000 to $129,999"
21.0,female,white,high school,,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$90,000 to $109,999"
55.0,female,white,bachelor's,fair,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",30.0,1.0,middle class,"$170,000 or over"
42.0,female,white,bachelor's,fair,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",28.0,2.0,working class,"$110,000 to $129,999"
65.0,female,white,high school,,not too happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",22.0,2.0,middle class,"$60,000 to $74,999"
68.0,female,white,bachelor's,excellent,very happy,married,marriage between a man and a woman,,,,25.0,2.0,working class,"$50,000 to $59,999"
59.0,female,white,associate/junior college,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",24.0,2.0,working class,"$110,000 to $129,999"
32.0,male,white,high school,good,pretty happy,never married,,,,Service Occupations,,0.0,working class,"$90,000 to $109,999"
51.0,male,white,high school,good,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$150,000 to $169,999"
69.0,male,white,high school,,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",29.0,2.0,middle class,"$150,000 to $169,999"
34.0,female,white,graduate,excellent,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$75,000 to $89,999"
24.0,male,white,high school,good,not too happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$17,500 to $19,999"
45.0,female,white,associate/junior college,good,pretty happy,married,marriage between two people of the same gender,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$60,000 to $74,999"
34.0,female,white,high school,,not too happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",21.0,3.0,working class,"$60,000 to $74,999"
58.0,male,white,high school,poor,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",30.0,1.0,middle class,"$90,000 to $109,999"
47.0,female,white,graduate,excellent,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",31.0,3.0,working class,"$110,000 to $129,999"
50.0,male,white,graduate,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",36.0,2.0,upper class,"$170,000 or over"
33.0,female,other,graduate,good,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",29.0,2.0,upper class,"$170,000 or over"
85.0,male,white,graduate,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",31.0,4.0,upper class,"$130,000 to $149,999"
45.0,female,white,graduate,,very happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",34.0,1.0,upper class,"$170,000 or over"
23.0,female,white,high school,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$30,000 to $34,999"
33.0,male,white,bachelor's,fair,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$170,000 or over"
51.0,female,other,bachelor's,good,not too happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",33.0,3.0,middle class,"$110,000 to $129,999"
52.0,female,white,bachelor's,excellent,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",31.0,2.0,middle class,"$130,000 to $149,999"
78.0,female,white,bachelor's,,very happy,widowed,,,,"Natural Resources, Construction, and Maintenance Occupations",25.0,2.0,middle class,"$25,000 to $29,999"
69.0,male,white,graduate,excellent,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",,0.0,upper class,"$170,000 or over"
62.0,female,white,associate/junior college,,pretty happy,married,marriage between a man and a woman,,,Sales and Office Occupations,31.0,1.0,middle class,"$75,000 to $89,999"
74.0,female,white,bachelor's,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,"$110,000 to $129,999"
76.0,male,other,bachelor's,,not too happy,not married,,,,"Production, Transportation, and Material Moving Occupations",20.0,8.0,lower class,
