age,sex,race,degree,health,happy,marital,martype,agewed,hrs2,indus10,agekdbrn,childs,class,income16,dateintv
25.0,male,white,high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,"$10,000 to $12,499",1104.0
44.0,female,other,high school,fair,pretty happy,divorced,,,,Service Occupations,37.0,1.0,working class,"$40,000 to $49,999",613.0
56.0,male,white,high school,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",24.0,1.0,middle class,"$22,500 to $24,999",617.0
45.0,female,white,high school,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",30.0,2.0,working class,"$75,000 to $89,999",817.0
27.0,female,other,less than high school,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",19.0,3.0,working class,"$10,000 to $12,499",524.0
53.0,male,other,bachelor's,,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",43.0,2.0,working class,"$40,000 to $49,999",429.0
66.0,female,black,associate/junior college,,very happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",36.0,1.0,middle class,"$25,000 to $29,999",719.0
48.0,female,black,bachelor's,good,pretty happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",21.0,3.0,working class,"$90,000 to $109,999",601.0
50.0,female,black,high school,,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",30.0,2.0,working class,"$90,000 to $109,999",617.0
18.0,female,other,less than high school,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,unemployed/zero income,717.0
51.0,male,black,bachelor's,good,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",33.0,1.0,middle class,"$22,500 to $24,999",416.0
63.0,female,black,high school,,very happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",19.0,4.0,working class,"$60,000 to $74,999",424.0
57.0,female,black,high school,excellent,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",23.0,3.0,working class,"$60,000 to $74,999",423.0
68.0,male,black,bachelor's,,not too happy,widowed,,,,"Management, Business, Science, and Arts Occupations",24.0,3.0,middle class,"$22,500 to $24,999",420.0
64.0,male,white,high school,,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",27.0,1.0,middle class,"$90,000 to $109,999",806.0
26.0,male,other,high school,excellent,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",25.0,1.0,working class,"$40,000 to $49,999",831.0
58.0,female,white,associate/junior college,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,working class,"$170,000 or over",613.0
53.0,female,black,graduate,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",30.0,1.0,working class,"$170,000 or over",910.0
28.0,male,other,high school,,very happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,"$15,000 to $17,499",624.0
30.0,female,white,less than high school,poor,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",27.0,1.0,lower class,"$25,000 to $29,999",419.0
53.0,male,white,associate/junior college,,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",28.0,1.0,middle class,"$90,000 to $109,999",501.0
56.0,male,white,high school,,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",26.0,3.0,middle class,"$60,000 to $74,999",425.0
20.0,male,white,high school,good,pretty happy,never married,,,,Service Occupations,,0.0,working class,"$8,000 to $9,999",501.0
64.0,female,white,bachelor's,,very happy,never married,,,,Service Occupations,,0.0,middle class,"$170,000 or over",423.0
40.0,male,other,high school,poor,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",22.0,2.0,working class,"$35,000 to $39,999",716.0
64.0,female,other,high school,,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",21.0,4.0,working class,"$25,000 to $29,999",906.0
39.0,female,white,high school,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",18.0,3.0,working class,"$60,000 to $74,999",515.0
42.0,female,white,less than high school,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",22.0,3.0,working class,"$6,000 to $6,999",901.0
22.0,male,other,less than high school,good,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,unemployed/zero income,524.0
51.0,male,other,less than high school,good,not too happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",18.0,6.0,lower class,"$15,000 to $17,499",1018.0
40.0,female,other,less than high school,good,not too happy,divorced,,,,"Management, Business, Science, and Arts Occupations",19.0,5.0,working class,"$30,000 to $34,999",901.0
40.0,male,other,less than high school,good,pretty happy,divorced,,,,"Management, Business, Science, and Arts Occupations",21.0,2.0,working class,"$110,000 to $129,999",512.0
24.0,female,white,high school,,very happy,married,marriage between a man and a woman,,,,22.0,1.0,working class,"$60,000 to $74,999",425.0
27.0,female,white,less than high school,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",17.0,3.0,working class,"$5,000 to $5,999",830.0
34.0,female,other,less than high school,good,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",26.0,2.0,lower class,"$20,000 to $22,499",418.0
24.0,female,other,high school,excellent,pretty happy,never married,,,,,,0.0,lower class,"$8,000 to $9,999",605.0
34.0,female,other,high school,,very happy,married,marriage between a man and a woman,,,,28.0,2.0,middle class,"$4,000 to $4,999",922.0
44.0,female,other,bachelor's,excellent,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",27.0,2.0,working class,"$17,500 to $19,999",606.0
80.0,female,white,high school,,pretty happy,widowed,,,,"Natural Resources, Construction, and Maintenance Occupations",19.0,4.0,working class,"$30,000 to $34,999",422.0
61.0,female,white,bachelor's,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",35.0,2.0,upper class,"$170,000 or over",622.0
39.0,female,black,high school,excellent,pretty happy,divorced,,,,Sales and Office Occupations,17.0,3.0,working class,"$110,000 to $129,999",609.0
41.0,female,white,graduate,,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",40.0,1.0,middle class,"$90,000 to $109,999",726.0
34.0,male,other,high school,fair,very happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",22.0,2.0,lower class,"$75,000 to $89,999",515.0
70.0,female,white,graduate,excellent,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",19.0,3.0,middle class,unemployed/zero income,611.0
49.0,female,white,high school,good,pretty happy,not married,,,,"Production, Transportation, and Material Moving Occupations",28.0,3.0,working class,"$110,000 to $129,999",522.0
59.0,female,other,graduate,,pretty happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",40.0,1.0,middle class,unemployed/zero income,507.0
31.0,female,black,graduate,good,not too happy,never married,,,,"Management, Business, Science, and Arts Occupations",30.0,1.0,working class,"$35,000 to $39,999",601.0
77.0,male,white,bachelor's,good,pretty happy,not married,,,,"Production, Transportation, and Material Moving Occupations",29.0,1.0,middle class,"$50,000 to $59,999",512.0
40.0,female,white,bachelor's,excellent,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",25.0,3.0,middle class,unemployed/zero income,622.0
53.0,female,black,graduate,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",25.0,1.0,,unemployed/zero income,622.0
29.0,female,black,high school,,pretty happy,never married,,,,Sales and Office Occupations,20.0,3.0,working class,"$17,500 to $19,999",829.0
39.0,female,black,high school,excellent,pretty happy,never married,,,,"Natural Resources, Construction, and Maintenance Occupations",16.0,1.0,working class,"$35,000 to $39,999",617.0
27.0,female,black,high school,,pretty happy,never married,,,50.0,"Production, Transportation, and Material Moving Occupations",24.0,1.0,working class,"$35,000 to $39,999",615.0
62.0,male,black,graduate,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",50.0,3.0,middle class,"$75,000 to $89,999",609.0
48.0,female,black,high school,fair,pretty happy,not married,,,,"Production, Transportation, and Material Moving Occupations",19.0,4.0,working class,"$10,000 to $12,499",618.0
28.0,female,other,high school,,pretty happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",20.0,1.0,working class,"$60,000 to $74,999",506.0
47.0,male,black,high school,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",29.0,6.0,lower class,"$12,500 to $14,999",416.0
42.0,female,black,high school,,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",21.0,1.0,lower class,"$35,000 to $39,999",622.0
38.0,female,white,high school,,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",21.0,3.0,working class,"$110,000 to $129,999",724.0
53.0,male,white,bachelor's,good,very happy,married,marriage between a man and a woman,,40.0,"Production, Transportation, and Material Moving Occupations",37.0,1.0,middle class,"$90,000 to $109,999",620.0
40.0,male,black,high school,excellent,very happy,divorced,,,,"Management, Business, Science, and Arts Occupations",18.0,4.0,working class,"$60,000 to $74,999",517.0
57.0,male,white,associate/junior college,,very happy,married,marriage between a man and a woman,,,Sales and Office Occupations,27.0,2.0,middle class,"$170,000 or over",520.0
51.0,male,white,high school,good,very happy,married,marriage between a man and a woman,,,"Natural Resources, Construction, and Maintenance Occupations",46.0,1.0,working class,"$50,000 to $59,999",430.0
60.0,female,white,associate/junior college,fair,pretty happy,not married,,,,"Production, Transportation, and Material Moving Occupations",23.0,2.0,working class,"$12,500 to $14,999",420.0
55.0,female,white,graduate,,pretty happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,"$110,000 to $129,999",601.0
40.0,female,white,high school,good,very happy,married,marriage between a man and a woman,,,"Production, Transportation, and Material Moving Occupations",17.0,3.0,working class,"$170,000 or over",520.0
25.0,male,white,less than high school,,pretty happy,married,marriage between a man and a woman,,,"Management, Business, Science, and Arts Occupations",23.0,2.0,working class,unemployed/zero income,602.0
